trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
125,False,"{'a': 0.001, 'e': 0.8824969025845955}",25,0,-71.71898503952498,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
126,False,"{'a': 0.001, 'e': 0.8816148467834161}",20,0,-9.759113245050907,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
127,False,"{'a': 0.001, 'e': 0.880733672597157}",20,10,-28.914030008895182,"{0: 5, 1: 3, 2: 2, 3: 0, 4: 0}",1
128,False,"{'a': 0.001, 'e': 0.8798533791446438}",20,0,-207.08143514687572,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
129,False,"{'a': 0.001, 'e': 0.8789739655455832}",20,9,-91.67778432272104,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
130,False,"{'a': 0.001, 'e': 0.8780954309205613}",25,10,-33.32866516094642,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
131,False,"{'a': 0.001, 'e': 0.8772177743910435}",20,0,-15.956356020226512,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
132,False,"{'a': 0.001, 'e': 0.8763409950793732}",20,0,-66.63682998735621,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
133,False,"{'a': 0.001, 'e': 0.8754650921087711}",20,0,-27.15765718122234,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
134,False,"{'a': 0.001, 'e': 0.874590064603334}",20,0,-110.93002364095649,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
135,False,"{'a': 0.001, 'e': 0.8737159116880344}",20,0,-51.92745786087612,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
136,False,"{'a': 0.001, 'e': 0.8728426324887193}",25,2,-112.85494471427927,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 1}",1
137,False,"{'a': 0.001, 'e': 0.8719702261321094}",25,16,-16.516862499359128,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
138,False,"{'a': 0.001, 'e': 0.8710986917457983}",20,0,-50.31186446046581,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
